0,1,2,3,4,word,summary
116226.89826355898,13.366388423536243,0.0014606415445014426,-0.0008669565271847771,-0.001968037574076126,summaryOfAllWords,98267.14672329793
0.18747871011029993,-2.8324281439185763,0.22491717019478397,0.5160733474822585,-0.10678040041641554,These,8.99582731192035
-5.431238126979049,0.7608289450724768,0.03842561891060449,-0.11541204768692703,0.018996483158063827,Freeskiers,2.324540797378881
-5.431238126979049,0.7608289450724768,0.03842561891060449,-0.11541204768692703,0.018996483158063827,these freeskiers,2.324540797378881
-1.8952923963200705,-1.5185191257335395,-0.6451098578079538,0.09187362387577452,0.7205066951557674,Will,6.522859321621158
-5.410574390581539,0.7475972289647501,0.021501791670506018,-0.12212611840314724,0.018573324879838572,freeskiers will,2.3488573556301717
-5.4002120516279986,0.7409380242302801,0.013076525350848203,-0.1254665040759955,0.018362253579586846,Join,2.361064999133244
-5.4002120516279986,0.7409380242302801,0.013076525350848203,-0.1254665040759955,0.018362253579586846,will join,2.361064999133244
-4.921378916105475,0.4208235407932619,-0.3362765761052814,-0.26289771066544704,0.009393854799434942,Shaun,2.932296611493283
-5.389146984544078,0.7338101672354247,0.004124891845246989,-0.1290140617540651,0.018137700963273697,join shau+n,2.3741101875868478
-4.210906724467913,-0.03583241951423988,-0.6397759752299444,-0.03978448245412949,-0.012871393988912488,White,3.7732357341648033
-4.894600633697021,0.40242505365800385,-0.3537690330719844,-0.2697311630387936,0.008934739753873336,shau+n white,2.964533317746326
42.46854769511545,-29.580122942778146,-0.2087582970761605,-0.2977096928168663,0.03632606658229495,Snow,59.01667438387119
-4.855043566883678,0.37518407434024903,-0.3792619495785737,-0.2796830600914345,0.0082640907866173,white snow,3.0121914737660562
1.7145124133277099,-3.9937517152852995,-2.1175673309146386,-0.11825823340343057,-0.07290343085436421,League,10.877874469618911
-4.82769346745733,0.356308704021707,-0.3966511955692311,-0.28646684724088467,0.00780558798411396,snow league,3.0451675092095947
3.168341823085526,-4.673622804188012,0.276116844176283,-0.26028049378737833,-0.20153670164182969,December,12.498507953260903
-5.305686464899914,0.6795199438118158,-0.06193290174048199,-0.15514606031015338,0.016471462004593734,league december,2.472806060086141
-5.269819058933391,0.6559280700835368,-0.08955205511628937,-0.16604843559097823,0.015770141202074407,Sixteen,2.5153697609677295
-5.269819058933391,0.6559280700835368,-0.08955205511628937,-0.16604843559097823,0.015770141202074407,december sixteen,2.5153697609677295
-5.231605017402033,0.6306389127821919,-0.11848781795149933,-0.17745629566603421,0.015032540066321997,freeskiers,2.5608065480278563
-5.231605017402033,0.6306389127821919,-0.11848781795149933,-0.17745629566603421,0.015032540066321997,sixteen freeskiers,2.5608065480278563
-0.1753549250622921,-2.700994190966395,-1.6094345538849588,0.6217712188595478,-0.08163373472456534,eight,8.597017015921464
-5.157880914085267,0.5814464970350495,-0.1729314412540171,-0.19888271762823714,0.013637049216244083,freeskiers eight,2.648698100731766
-4.7156694641316665,0.2797004641290859,-0.4660119159332667,-0.31247902643410186,0.005742928522798951,men,3.179842593545023
-5.110083804483436,0.5493005465568304,-0.20729317549647602,-0.21238154070386642,0.012751297747337992,eight m+en,2.705827485144782
462.9279131222368,-295.0925131368126,5.822275120426218,0.5802991117043123,0.04028690517337055,and,556.3305303289474
-4.642137823936759,0.2291609049974921,-0.5099718804911733,-0.3287413992722689,0.004386355724638746,m+en and,3.2683919008319484
-5.157880914085267,0.5814464970350495,-0.1729314412540171,-0.19888271762823714,0.013637049216244083,and eight,2.648698100731766
-4.519329168112739,0.1432302305069204,-0.5805989911575064,-0.35623307161854706,0.002509228995967866,women,3.4171883629026456
-4.946047203748611,0.43773993962484004,-0.3199909543591959,-0.2565321361716987,0.00982050495466702,eight women,2.9026194781284937
-4.32928491190014,0.008435801107883112,-0.6836491323814169,-0.3979605885493754,0.0001256586775534585,join,3.6485656093402903
-4.664567190454793,0.24314545646852848,-0.4965542994251076,-0.32537232148738954,0.005155664154738837,women join,3.24220934440967
794.5758386340362,-504.5488200502619,10.158521375444822,1.493343434569257,0.030623963489855327,the,948.6090671729153
-4.090434020070864,-0.15968437501549992,-0.8041784218562702,-0.44456928647847427,-0.003157152228492305,join the,3.938701742771967
-3.5712599866495296,-0.5257520768733857,-1.0368071761405613,-0.5342790788264805,-0.00957711268585118,snowboarders,4.57006894932053
-3.5712599866495296,-0.5257520768733857,-1.0368071761405613,-0.5342790788264805,-0.00957711268585118,the snowboarder+s,4.57006894932053
-4.698580333938282,0.2668139522159485,-0.47624346281973606,-0.31747163405121115,0.005696533912058932,competing,3.201078870052151
-4.698580333938282,0.2668139522159485,-0.47624346281973606,-0.31747163405121115,0.005696533912058932,snowboarder+s competing,3.201078870052151
-4.432545898336308,0.08093674274964524,-0.6284199861691705,-0.37656603186874094,0.0016191359166027874,competing the,3.523269814000181
152.2800834392925,-99.05384709574787,0.34936980429929354,0.19771383375621293,0.24920986000901107,first,188.95760578851275
58.12411552030098,-39.58692755653642,-1.0106128933777532,0.050008945739327834,0.19824100756542562,the first,77.58631600802481
106.09883260695962,-69.81920934586073,0.0654328327917786,0.2640108895202266,0.19806903562040667,season,134.30144879435665
-5.091890346171128,0.5370172216099185,-0.2201856147709521,-0.21744159932797255,0.012417994791943436,first season,2.727600820417521
-5.389146984544078,0.7338101672354247,0.004124891845246989,-0.1290140617540651,0.018137700963273697,season shau+n,2.3741101875868478
-5.305686464899914,0.6795199438118158,-0.06193290174048199,-0.15514606031015338,0.016471462004593734,league decemb+er,2.472806060086141
5.235653837547807,-6.131144918568962,-1.6713120271165682,0.4633743734571529,-0.7424180004749232,event,15.002115111988251
-5.347935423190736,0.7071144415662467,-0.028812181476950124,-0.14205390013279431,0.017308893813718126,decemb+er event,2.4227809043460815
-3.732246423808407,-0.4196021308104019,-0.971806666979926,-0.4909675783669372,-0.011720810749416471,China,4.3774792058345975
-5.372312358499929,0.7229328237084935,-0.009405949346688772,-0.1343734372768578,0.01779770712592218,event china,2.3939760840250695
-5.389146984544078,0.7338101672354247,0.004124891845246989,-0.1290140617540651,0.018137700963273697,Eileen,2.3741101875868478
-5.416484873292389,0.7513884587525237,0.02632577215312147,-0.12021291433690885,0.018694054285889397,eile+en china,2.341898345730135
-5.4276791465051195,0.7585546075023599,0.03549903773740763,-0.116573497836279,0.018923386644760037,competes,2.3287263086669636
-5.4276791465051195,0.7585546075023599,0.03549903773740763,-0.116573497836279,0.018923386644760037,china competes,2.3287263086669636
12.08947541861054,-10.323005027351268,0.145006554293779,-0.365335378338399,0.14859809345132563,during,23.05536466250569
-5.443078343914787,0.768381229453077,0.04819734638545799,-0.1115327673166328,0.019240308630259842,competes during,2.31062418483364
4.009415940121449,-5.29786621097848,0.3564696112507686,-1.0623920749114233,0.13970623078313038,during the,13.54242817702507
-5.45996953490226,0.7791168397423534,0.062232582448670984,-0.10595751983392597,0.01958986492687148,Women,2.2907925448600945
-5.45996953490226,0.7791168397423534,0.062232582448670984,-0.10595751983392597,0.01958986492687148,the women,2.2907925448600945
-5.07485411853175,0.5254929302984741,-0.23216636665487184,-0.2221416061543338,0.012107793567418503,Freeski,2.748002280462719
-5.471123470165555,0.7861805013159562,0.07156235732805506,-0.10224919045882952,0.01982179888040632,women freeski,2.277711306793879
-5.094235971506604,0.5386022707564966,-0.21852913515344596,-0.2167915998795033,0.012460848399179495,Halfpipe,2.7247928332530416
-5.094235971506604,0.5386022707564966,-0.21852913515344596,-0.2167915998795033,0.012460848399179495,freeski halfpipe,2.7247928332530416
-5.26010083776846,0.655468652848938,-0.09718550337134692,-0.16154371500865045,0.013905580771526267,Final,2.523437276613113
-5.4922238706563915,0.799485685707805,0.08934770789004522,-0.09517496557297249,0.020262972386442688,halfpipe final,2.252997339870749
14.74890466133726,-12.355699701259955,-2.2731050281862175,-0.3806483051741427,0.9660192887915264,day,26.359669020909855
-5.502188834422885,0.8057423073817427,0.09780943331801957,-0.09180691615498619,0.020472421600537388,final day,2.2413409909919886
0.05335735310463363,-2.8004953791773164,-1.0344464701081877,0.6418204138208377,0.5614941313059979,three,8.850609748439457
-5.506386113646675,0.8083723139736685,0.10138560579934562,-0.09038301959783901,0.020560853453080563,day three,2.2364342793884995
-5.515358269638003,0.8139835261926576,0.10905417411240788,-0.08732875696007028,0.020750306094668436,2024/25,2.225951661615686
-5.515358269638003,0.8139835261926576,0.10905417411240788,-0.08732875696007028,0.020750306094668436,three 2024/25,2.225951661615686
-5.522832799397968,0.8186467963926116,0.11546789265611142,-0.08477330078077337,0.02090857199833482,FIS,2.2172251589084895
-5.522832799397968,0.8186467963926116,0.11546789265611142,-0.08477330078077337,0.02090857199833482,2024/25 fis,2.2172251589084895
-5.526408350033734,0.8208738482656366,0.11854411705187183,-0.08354730383456961,0.020984421109457044,Snowboard,2.2130527824870168
-5.526408350033734,0.8208738482656366,0.11854411705187183,-0.08354730383456961,0.020984421109457044,fis snowboard,2.2130527824870168
-2.273291915656473,-1.2747010101082976,-0.6056216120798555,-0.07381467212883112,-0.6711168451351338,amp,6.072760234281707
-5.535734398936999,0.8266712223805808,0.1265926423465361,-0.08033866547093421,0.02118268425533125,snowboard amp,2.2021764480363375
-5.471123470165555,0.7861805013159562,0.07156235732805506,-0.10224919045882952,0.01982179888040632,amp freeski,2.277711306793879
-0.430827103009058,-2.4821111341232,-0.07516621130789083,-0.9746143665347456,-0.04400771815712423,World,8.28025415296643
-5.55244706038295,0.8370182042054497,0.14110640842915723,-0.07454895450739644,0.02153952418816224,halfpipe world,2.1827092592348905
3.760784225135379,-5.544824133228733,-2.6528669997066214,-1.1596354644886058,-0.05655057594273702,Cup,13.427684396857948
-1.1514856080324636,-2.214377131096168,-1.7980437366897992,-0.8271451412501081,-0.031228890426300365,world cup,7.507558928885861
-5.119744419740195,0.45584951132505047,0.6663345818767195,-0.43658690747626416,-0.8186288767305551,Secret,2.7571651834467494
-5.561293614032552,0.8424727408186885,0.14883637117643622,-0.07146345542577566,0.021729212836964273,cup secret,2.1724172329187743
-5.565783404633899,0.8452349433345938,0.15277208986325636,-0.0698919509745375,0.021825695454153887,Garden,2.167197241620748
-5.565783404633899,0.8452349433345938,0.15277208986325636,-0.0698919509745375,0.021825695454153887,secret garde+n,2.167197241620748
-5.571895882451322,0.8489887841157682,0.15814395681473264,-0.067746433686504,0.02195727792188515,garde+n december,2.160094389876183
-2.688914795294906,-1.077816340925112,1.005838226985314,0.284431960361475,0.1327217387845866,2024,5.6361711989829075
